,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
440,2.4,"51 km S of Whites City, New Mexico",1721888104906,1721915354285,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024omwa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024omwa&format=geojson,,,,,reviewed,0,89,tx,2024omwa,",us6000nfk2,tx2024omwa,",",us,tx,",",origin,phase-data,",20.0,0.1,0.1,63.0,ml,earthquake,"M 2.4 - 51 km S of Whites City, New Mexico"
441,1.94,"7 km SSE of Volcano, Hawaii",1721888071170,1721888229830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361916&format=geojson,,,,,automatic,0,58,hv,74361916,",hv74361916,",",hv,",",origin,phase-data,",21.0,0.004494,0.25,107.0,ml,earthquake,"M 1.9 - 7 km SSE of Volcano, Hawaii"
442,1.95,"7 km SSE of Volcano, Hawaii",1721887913480,1721888072690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361911&format=geojson,,,,,automatic,0,58,hv,74361911,",hv74361911,",",hv,",",origin,phase-data,",22.0,0.003224,0.219999999,74.0,ml,earthquake,"M 2.0 - 7 km SSE of Volcano, Hawaii"
443,2.57,"8 km SSE of Volcano, Hawaii",1721887774190,1721889692040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361906&format=geojson,,,,,automatic,0,102,hv,74361906,",us6000nfjp,hv74361906,",",us,hv,",",origin,phase-data,",48.0,0.005745,0.300000012,59.0,ml,earthquake,"M 2.6 - 8 km SSE of Volcano, Hawaii"
444,2.49,"9 km SSE of Volcano, Hawaii",1721887774060,1721892171840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361901&format=geojson,,,,,reviewed,0,95,hv,74361901,",hv74361901,",",hv,",",origin,phase-data,",17.0,0.01074,0.1,122.0,ml,earthquake,"M 2.5 - 9 km SSE of Volcano, Hawaii"
445,1.76,"6 km SSW of Volcano, Hawaii",1721887707060,1721887863690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361896&format=geojson,,,,,automatic,0,48,hv,74361896,",hv74361896,",",hv,",",origin,phase-data,",15.0,0.007283,0.150000006,90.0,ml,earthquake,"M 1.8 - 6 km SSW of Volcano, Hawaii"
446,2.53,"8 km SSE of Volcano, Hawaii",1721887576070,1721889590040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361891&format=geojson,,,,,automatic,0,98,hv,74361891,",us6000nfjn,hv74361891,",",us,hv,",",origin,phase-data,",43.0,0.005819,0.289999992,57.0,ml,earthquake,"M 2.5 - 8 km SSE of Volcano, Hawaii"
447,0.54,"60 km W of Adak, Alaska",1721887554480,1721957264720,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209686&format=geojson,,,,,reviewed,0,4,av,93209686,",av93209686,",",av,",",origin,phase-data,",8.0,0.1618,0.21,171.0,ml,earthquake,"M 0.5 - 60 km W of Adak, Alaska"
448,2.31,"7 km SSE of Volcano, Hawaii",1721887467070,1721887626980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361886&format=geojson,,,,,automatic,0,82,hv,74361886,",hv74361886,",",hv,",",origin,phase-data,",41.0,0.004789,0.289999992,61.0,ml,earthquake,"M 2.3 - 7 km SSE of Volcano, Hawaii"
449,0.55,"21 km ESE of Little Lake, CA",1721887306740,1721915750750,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670775&format=geojson,,,,,reviewed,0,5,ci,40670775,",ci40670775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.08405,0.17,66.0,ml,earthquake,"M 0.6 - 21 km ESE of Little Lake, CA"
450,2.45,"7 km S of Volcano, Hawaii",1721887306440,1721887477830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361881&format=geojson,,,,,automatic,0,92,hv,74361881,",hv74361881,",",hv,",",origin,phase-data,",34.0,0.005071,0.270000011,51.0,ml,earthquake,"M 2.5 - 7 km S of Volcano, Hawaii"
451,2.02,"7 km SSE of Volcano, Hawaii",1721887213520,1721887390150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361871&format=geojson,,,,,automatic,0,63,hv,74361871,",hv74361871,",",hv,",",origin,phase-data,",39.0,0.002974,0.239999995,59.0,ml,earthquake,"M 2.0 - 7 km SSE of Volcano, Hawaii"
452,0.46,"60 km W of Adak, Alaska",1721887200710,1721956164010,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209681&format=geojson,,,,,reviewed,0,3,av,93209681,",av93209681,",",av,",",origin,phase-data,",8.0,0.1646,0.19,163.0,ml,earthquake,"M 0.5 - 60 km W of Adak, Alaska"
453,2.59,"8 km SSE of Volcano, Hawaii",1721887063970,1721887220970,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361861&format=geojson,,,,,automatic,0,103,hv,74361861,",hv74361861,",",hv,",",origin,phase-data,",53.0,0.006537,0.330000013,55.0,ml,earthquake,"M 2.6 - 8 km SSE of Volcano, Hawaii"
454,2.59,"8 km SSE of Volcano, Hawaii",1721887058570,1721887233050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361866&format=geojson,,,,,automatic,0,103,hv,74361866,",hv74361866,",",hv,",",origin,phase-data,",33.0,0.002956,0.150000006,104.0,ml,earthquake,"M 2.6 - 8 km SSE of Volcano, Hawaii"
455,1.74,"7 km SSE of Volcano, Hawaii",1721886826810,1721886985040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361851&format=geojson,,,,,automatic,0,47,hv,74361851,",hv74361851,",",hv,",",origin,phase-data,",29.0,0.005546,0.280000001,99.0,ml,earthquake,"M 1.7 - 7 km SSE of Volcano, Hawaii"
456,1.77,"7 km S of Volcano, Hawaii",1721886272460,1721886429470,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361826&format=geojson,,,,,automatic,0,48,hv,74361826,",hv74361826,",",hv,",",origin,phase-data,",28.0,0.005601,0.25,64.0,ml,earthquake,"M 1.8 - 7 km S of Volcano, Hawaii"
457,4.7,"46 km N of Alianza Cristiana, Peru",1721886255948,1721887152040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nfje,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nfje&format=geojson,,,,,reviewed,0,340,us,6000nfje,",us6000nfje,",",us,",",origin,phase-data,",105.0,2.167,0.83,111.0,mb,earthquake,"M 4.7 - 46 km N of Alianza Cristiana, Peru"
458,2.1,"8 km SSE of Volcano, Hawaii",1721885995670,1721886153520,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361816&format=geojson,,,,,automatic,0,68,hv,74361816,",hv74361816,",",hv,",",origin,phase-data,",39.0,0.006424,0.25999999,61.0,ml,earthquake,"M 2.1 - 8 km SSE of Volcano, Hawaii"
459,0.79,"6 km WNW of Cobb, CA",1721885793820,1721888666417,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75039157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75039157&format=geojson,,,,,automatic,0,10,nc,75039157,",nc75039157,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.002234,0.02,50.0,md,earthquake,"M 0.8 - 6 km WNW of Cobb, CA"
460,1.75,"6 km S of Volcano, Hawaii",1721885641360,1721885800100,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361796&format=geojson,,,,,automatic,0,47,hv,74361796,",hv74361796,",",hv,",",origin,phase-data,",12.0,0.007285,0.109999999,106.0,ml,earthquake,"M 1.8 - 6 km S of Volcano, Hawaii"
461,0.57,"60 km W of Adak, Alaska",1721885620220,1721956325820,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209641&format=geojson,,,,,reviewed,0,5,av,93209641,",av93209641,",",av,",",origin,phase-data,",8.0,0.1621,0.21,167.0,ml,earthquake,"M 0.6 - 60 km W of Adak, Alaska"
462,0.72,"12 km WNW of Anza, CA",1721885042610,1721915792990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670743&format=geojson,,,,,reviewed,0,8,ci,40670743,",ci40670743,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.03555,0.15,37.0,ml,earthquake,"M 0.7 - 12 km WNW of Anza, CA"
463,1.82,"7 km SSE of Volcano, Hawaii",1721884925560,1721885083710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361771&format=geojson,,,,,automatic,0,51,hv,74361771,",hv74361771,",",hv,",",origin,phase-data,",25.0,0.004222,0.239999995,104.0,ml,earthquake,"M 1.8 - 7 km SSE of Volcano, Hawaii"
464,2.38,"10 km N of Pittsburg, CA",1721884589140,1721887163230,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75039152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75039152&format=geojson,,,,,automatic,0,87,nc,75039152,",nc75039152,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",64.0,,0.34,73.0,md,earthquake,"M 2.4 - 10 km N of Pittsburg, CA"
465,1.77,"8 km SSE of Volcano, Hawaii",1721884149560,1721884308860,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361736&format=geojson,,,,,automatic,0,48,hv,74361736,",hv74361736,",",hv,",",origin,phase-data,",26.0,0.009586,0.159999996,111.0,ml,earthquake,"M 1.8 - 8 km SSE of Volcano, Hawaii"
466,1.4,"38 km WNW of Nanwalek, Alaska",1721884059543,1721884161592,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249if9lb6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249if9lb6&format=geojson,,,,,automatic,0,30,ak,0249if9lb6,",ak0249if9lb6,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.4 - 38 km WNW of Nanwalek, Alaska"
467,2.25,"8 km SSE of Volcano, Hawaii",1721883837270,1721883996790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361726&format=geojson,,,,,automatic,0,78,hv,74361726,",hv74361726,",",hv,",",origin,phase-data,",41.0,0.01466,0.389999986,59.0,ml,earthquake,"M 2.3 - 8 km SSE of Volcano, Hawaii"
468,1.95,"8 km S of Volcano, Hawaii",1721883434640,1721883593820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361716&format=geojson,,,,,automatic,0,58,hv,74361716,",hv74361716,",",hv,",",origin,phase-data,",26.0,0.01045,0.100000001,109.0,ml,earthquake,"M 2.0 - 8 km S of Volcano, Hawaii"
469,1.43,"11 km SW of Salton City, CA",1721883162720,1722039679730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670719&format=geojson,,,,,reviewed,0,31,ci,40670719,",ci40670719,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",57.0,0.06792,0.2,60.0,ml,earthquake,"M 1.4 - 11 km SW of Salton City, CA"
470,1.85000002,"6 km S of Volcano, Hawaii",1721883128040,1721883232630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361706&format=geojson,,,,,automatic,0,53,hv,74361706,",hv74361706,",",hv,",",origin,phase-data,",21.0,0.01186,0.219999999,103.0,md,earthquake,"M 1.9 - 6 km S of Volcano, Hawaii"
471,1.2,"28 km ENE of Bridgeport, California",1721882933350,1721930326132,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881485&format=geojson,,,,,reviewed,0,22,nn,00881485,",nn00881485,",",nn,",",origin,phase-data,",7.0,0.345,0.1417,211.38,ml,earthquake,"M 1.2 - 28 km ENE of Bridgeport, California"
472,0.7,"3 km NW of The Geysers, CA",1721882853170,1721886266131,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75039142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75039142&format=geojson,,,,,automatic,0,8,nc,75039142,",nc75039142,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.004482,0.03,130.0,md,earthquake,"M 0.7 - 3 km NW of The Geysers, CA"
473,0.2,"9 km W of Virginia City, Nevada",1721882839137,1721929405304,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00881484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00881484&format=geojson,,,,,reviewed,0,1,nn,00881484,",nn00881484,",",nn,",",origin,phase-data,",4.0,0.025,0.0547,153.36,ml,earthquake,"M 0.2 - 9 km W of Virginia City, Nevada"
474,2.01,"10 km S of Fern Forest, Hawaii",1721882681490,1721891129250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361691&format=geojson,,,,,reviewed,0,62,hv,74361691,",hv74361691,",",hv,",",origin,phase-data,",26.0,0.02121,0.1,118.0,md,earthquake,"M 2.0 - 10 km S of Fern Forest, Hawaii"
475,1.86,"8 km SSE of Volcano, Hawaii",1721882293820,1721882451550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361671&format=geojson,,,,,automatic,0,53,hv,74361671,",hv74361671,",",hv,",",origin,phase-data,",14.0,0.01316,0.310000002,114.0,ml,earthquake,"M 1.9 - 8 km SSE of Volcano, Hawaii"
476,0.75,"3 km SE of San Jacinto, CA",1721882216390,1721952279085,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670703&format=geojson,,,,,reviewed,0,9,ci,40670703,",ci40670703,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.0757,0.13,66.0,ml,earthquake,"M 0.8 - 3 km SE of San Jacinto, CA"
477,2.45,"8 km SSE of Volcano, Hawaii",1721882157560,1721882316990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361656&format=geojson,,,,,automatic,0,92,hv,74361656,",hv74361656,",",hv,",",origin,phase-data,",32.0,0.01245,0.370000005,144.0,ml,earthquake,"M 2.5 - 8 km SSE of Volcano, Hawaii"
478,2.43,"7 km SSE of Volcano, Hawaii",1721882148380,1721882325060,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361666&format=geojson,,,,,automatic,0,91,hv,74361666,",hv74361666,",",hv,",",origin,phase-data,",11.0,0.002616,0.0900000036,112.0,ml,earthquake,"M 2.4 - 7 km SSE of Volcano, Hawaii"
479,-0.31,"14 km W of Akutan, Alaska",1721881538080,1721954940090,,https://earthquake.usgs.gov/earthquakes/eventpage/av93016469,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93016469&format=geojson,,,,,reviewed,0,0,av,93016469,",av93016469,",",av,",",origin,phase-data,",10.0,0.01835,0.1,80.0,ml,earthquake,"M -0.3 - 14 km W of Akutan, Alaska"
480,-0.02,"15 km WSW of Akutan, Alaska",1721881489680,1721954447840,,https://earthquake.usgs.gov/earthquakes/eventpage/av93016464,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93016464&format=geojson,,,,,reviewed,0,0,av,93016464,",av93016464,",",av,",",origin,phase-data,",9.0,0.02502,0.22,173.0,ml,earthquake,"M 0.0 - 15 km WSW of Akutan, Alaska"
481,0.22,"16 km WSW of Akutan, Alaska",1721881463500,1721953889170,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209581&format=geojson,,,,,reviewed,0,1,av,93209581,",av93209581,",",av,",",origin,phase-data,",13.0,0.01568,0.35,72.0,ml,earthquake,"M 0.2 - 16 km WSW of Akutan, Alaska"
482,2.11,"7 km SSE of Volcano, Hawaii",1721881365340,1721881523220,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361631&format=geojson,,,,,automatic,0,68,hv,74361631,",hv74361631,",",hv,",",origin,phase-data,",36.0,0.007622,0.270000011,98.0,ml,earthquake,"M 2.1 - 7 km SSE of Volcano, Hawaii"
483,1.3,"52 km NE of Chignik, Alaska",1721881360390,1721881486612,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249ierdif,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249ierdif&format=geojson,,,,,automatic,0,26,ak,0249ierdif,",ak0249ierdif,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.3 - 52 km NE of Chignik, Alaska"
484,0.1,"15 km WSW of Akutan, Alaska",1721881283470,1721953396980,,https://earthquake.usgs.gov/earthquakes/eventpage/av93016459,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93016459&format=geojson,,,,,reviewed,0,0,av,93016459,",av93016459,",",av,",",origin,phase-data,",11.0,0.01108,0.19,96.0,ml,earthquake,"M 0.1 - 15 km WSW of Akutan, Alaska"
485,-0.21,"12 km W of Akutan, Alaska",1721881252840,1721952888690,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209566&format=geojson,,,,,reviewed,0,0,av,93209566,",av93209566,",",av,",",origin,phase-data,",8.0,0.005767,0.08,78.0,ml,earthquake,"M -0.2 - 12 km W of Akutan, Alaska"
486,0.68,"42 km NE of Amboy, Washington",1721881220920,1721933786750,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62028181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62028181&format=geojson,,,,,reviewed,0,7,uw,62028181,",uw62028181,",",uw,",",origin,phase-data,",8.0,0.06662,0.21,310.0,ml,earthquake,"M 0.7 - 42 km NE of Amboy, Washington"
487,-0.29,"13 km W of Akutan, Alaska",1721881154600,1721952557300,,https://earthquake.usgs.gov/earthquakes/eventpage/av93209561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93209561&format=geojson,,,,,reviewed,0,0,av,93209561,",av93209561,",",av,",",origin,phase-data,",9.0,0.01349,0.06,75.0,ml,earthquake,"M -0.3 - 13 km W of Akutan, Alaska"
488,2.5,"16 km NE of Hermleigh, Texas",1721880919790,1721943485040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024omsb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024omsb&format=geojson,1.0,2.2,,,reviewed,0,96,tx,2024omsb,",tx2024omsb,us6000nfj1,",",tx,us,",",dyfi,origin,phase-data,",14.0,0.1,0.1,80.0,ml,earthquake,"M 2.5 - 16 km NE of Hermleigh, Texas"
489,1.4,"19 km N of Four Mile Road, Alaska",1721880687715,1721880786307,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249ieoznn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249ieoznn&format=geojson,,,,,automatic,0,30,ak,0249ieoznn,",ak0249ieoznn,",",ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.4 - 19 km N of Four Mile Road, Alaska"
490,2.07,"8 km SSE of Volcano, Hawaii",1721880602800,1721880760910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361601&format=geojson,,,,,automatic,0,66,hv,74361601,",hv74361601,",",hv,",",origin,phase-data,",34.0,0.009788,0.289999992,62.0,ml,earthquake,"M 2.1 - 8 km SSE of Volcano, Hawaii"
491,4.2,"3 km NNW of Sakura, Japan",1721880106557,1721881666040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nfiy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nfiy&format=geojson,,,,,reviewed,0,271,us,6000nfiy,",us6000nfiy,",",us,",",origin,phase-data,",22.0,1.809,0.54,255.0,mb,earthquake,"M 4.2 - 3 km NNW of Sakura, Japan"
492,2.0,"8 km S of Volcano, Hawaii",1721880016790,1721880173150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361576&format=geojson,,,,,automatic,0,62,hv,74361576,",hv74361576,",",hv,",",origin,phase-data,",25.0,0.01183,0.209999993,81.0,ml,earthquake,"M 2.0 - 8 km S of Volcano, Hawaii"
493,1.6,"52 km WNW of Beluga, Alaska",1721879740451,1721879875849,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249ied0j3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249ied0j3&format=geojson,,,,,automatic,0,39,ak,0249ied0j3,",ak0249ied0j3,",",ak,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 1.6 - 52 km WNW of Beluga, Alaska"
494,0.38,"14 km WSW of Toms Place, CA",1721879461370,1721891971827,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75039127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75039127&format=geojson,,,,,reviewed,0,2,nc,75039127,",nc75039127,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1129,0.03,251.0,md,earthquake,"M 0.4 - 14 km WSW of Toms Place, CA"
495,3.45,"12 km NE of Ocotillo Wells, CA",1721879399360,1721965928381,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670687&format=geojson,5.0,3.4,4.003,,reviewed,0,185,ci,40670687,",ci40670687,us6000nfiu,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",92.0,0.07697,0.21,20.0,ml,earthquake,"M 3.5 - 12 km NE of Ocotillo Wells, CA"
496,2.4,"6 km SSE of Volcano, Hawaii",1721879230800,1721879390070,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361551&format=geojson,,,,,automatic,0,89,hv,74361551,",hv74361551,",",hv,",",origin,phase-data,",44.0,0.01144,0.310000002,47.0,ml,earthquake,"M 2.4 - 6 km SSE of Volcano, Hawaii"
497,2.0,"10 km W of Kalifornsky, Alaska",1721879173566,1721879296477,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249ieb10s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249ieb10s&format=geojson,,,,,automatic,0,62,ak,0249ieb10s,",ak0249ieb10s,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 2.0 - 10 km W of Kalifornsky, Alaska"
498,1.11,"24 km SW of Ocotillo Wells, CA",1721879072260,1721950872156,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670679&format=geojson,,,,,reviewed,0,19,ci,40670679,",ci40670679,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.08041,0.16,73.0,ml,earthquake,"M 1.1 - 24 km SW of Ocotillo Wells, CA"
499,2.0,"8 km SSE of Volcano, Hawaii",1721878984250,1721879142230,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361541&format=geojson,,,,,automatic,0,62,hv,74361541,",hv74361541,",",hv,",",origin,phase-data,",29.0,0.00282,0.200000003,104.0,ml,earthquake,"M 2.0 - 8 km SSE of Volcano, Hawaii"
500,2.01,"7 km SSE of Volcano, Hawaii",1721878949230,1721879106260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361536&format=geojson,,,,,automatic,0,62,hv,74361536,",hv74361536,",",hv,",",origin,phase-data,",18.0,0.003533,0.150000006,106.0,ml,earthquake,"M 2.0 - 7 km SSE of Volcano, Hawaii"
501,2.4,"6 km WNW of Fox River, Alaska",1721878939399,1721881240040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0249iea6lv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0249iea6lv&format=geojson,,,,,automatic,0,89,ak,0249iea6lv,",us6000nfip,ak0249iea6lv,",",us,ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 2.4 - 6 km WNW of Fox River, Alaska"
502,0.77,"19 km ESE of Little Lake, CA",1721878851640,1721950487886,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40670671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670671&format=geojson,,,,,reviewed,0,9,ci,40670671,",ci40670671,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.08011,0.12,94.0,ml,earthquake,"M 0.8 - 19 km ESE of Little Lake, CA"
503,1.85,"8 km SSE of Volcano, Hawaii",1721878392020,1721878551460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361501&format=geojson,,,,,automatic,0,53,hv,74361501,",hv74361501,",",hv,",",origin,phase-data,",28.0,0.008506,0.219999999,109.0,ml,earthquake,"M 1.9 - 8 km SSE of Volcano, Hawaii"
504,1.77999997,"8 km SSE of Volcano, Hawaii",1721878341500,1721878423260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74361496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74361496&format=geojson,,,,,automatic,0,49,hv,74361496,",hv74361496,",",hv,",",origin,phase-data,",19.0,0.005915,0.119999997,157.0,md,earthquake,"M 1.8 - 8 km SSE of Volcano, Hawaii"
505,0.7,"8 km WNW of Cobb, CA",1721878297200,1721883435802,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75039117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75039117&format=geojson,,,,,automatic,0,8,nc,75039117,",nc75039117,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01342,0.02,106.0,md,earthquake,"M 0.7 - 8 km WNW of Cobb, CA"
